word	pos	pron	gw	freq	def	example
close	adjective		NEAR	A1	near in distance, position or time	His house is close to the sea.|Don't get too close to the dog, Rosie.|It was close to lunchtime when we arrived.
closed	adjective	/kloʊzd/	NOT OPEN	A1	not open	The door was closed.|Her eyes were closed so I thought she was asleep.
closed	adjective	/kloʊzd/	BUSINESS/STORE	A1	not open for business	All the stores were closed, so we couldn't buy any food.
clothes	noun [plural]	/kloʊðz/		A1	items such as shirts, dresses and trousers that you wear on your body	She wears smart/casual clothes.|I'm just putting my clothes on.|Take your clothes off and get in the bath, Holly.|a clothes shop
coat	noun [C]	/koʊt/		A1	an outer piece of clothing with sleeves that is worn over other clothes, usually for warmth	a warm winter coat|Button up your coat, Joe, or you'll freeze.
coffee	noun [C or U]	/ˈkɔː.fi/		A1	a popular hot drink with a strong smell that is made from dark beans, or the beans or crushed beans from which this drink is made	fresh/instant coffee|a cup of coffee|decaffeinated coffee|Would you like some coffee?|I'd like a black/regular coffee, please.|Do you take/like milk in your coffee?
coffee shop	noun [C]	/ˈkɑ.fiˌʃɑp/		A1	a small restaurant where you can buy drinks and light meals, or a store that sells coffee drinks and snacks	I'm just going to grab a sandwich at the coffee shop.
cold	adjective	/koʊld/	TEMPERATURE	A1	having a low temperature	cold weather|a cold day|cold food/water|cold hands|My feet are so cold.|It's freezing cold today.
color	noun	/ˈkʌl.ər/	APPEARANCE	A1	red, blue, green, yellow, etc.	She likes to wear bright colors.|What color are your eyes?|Does the shirt come in any other color?|Are the photos in color or black and white?
color	verb [T]	/ˈkʌl.ər/	APPEARANCE	A1	to make something a particular color	He drew a heart and colored it red
come	verb [I]	/kʌm/	MOVE TO SPEAKER	A1	to move or travel toward a person who is speaking or the place that they are speaking about	Come here!|She's coming this afternoon.|Look out - there's a car coming!|Can you come to my party?|If you're ever in Chicago, come and visit us.|I came straight from the airport.|We have friends coming to stay this weekend.|The door opened and a nurse came into the room.|John will come and pick you up at 4 o'clock.
come	verb [I]	/kʌm/	GO WITH SOMEONE	A1	to go somewhere with the person who is speaking	Come with me.|Come for a walk with us.|Would you like to come with Sarah and me?
come	verb [I]	/kʌm/	ARRIVE	A1	to arrive somewhere	Has she come yet?|When does the mail come?|Hasn't his train come in yet?
come	verb [I]	/kʌm/		A1	to be born, gotten from, or made in a particular place	She comes from Italy.|Where do you come from?|Some of the best wines come from France.|Does that quote come from Shakespeare?|She could hear banging coming from the room upstairs.|Where will the money for the project come from?
computer	noun [C]	/kəmˈpjuːt̬.ər/		A1	an electronic machine that can store and arrange large amounts of information	We've put all our records on the computer.|computer software/hardware|computer graphics|a computer program|computer games
conversation	noun [C or U]	/ˌkɑn.vərˈseɪ.ʃən/		A1	a talk between two or more people, usually an informal one	a conversation about football.|I had a strange conversation with the guy who moved in upstairs.|It's impossible to hold/carry on a conversation with all this noise going on!|I struck up an interesting conversation with a man on the bus today.
cook	verb [I or T]	/kʊk/		A1	to prepare food and usually heat it	I don't cook meat very often.|Who's cooking this evening?|He cooked us an enormous meal./He cooked an enormous meal for us.
country	noun	/ˈkʌn.tri/	POLITICAL UNIT	A1	an area of land that has its own government, army, etc.	Which is the largest country in South America?|Sri Lanka is my native country, but I've been living in Belgium for the past five years.|The climate is cooler in the eastern part of the country.
course	noun	/kɔːrs/	CLASSES	A1	a set of classes or a plan of study in a particular subject, usually a part of a program of study for a diploma, certificate, or degree	a writing/math/English, etc. course|Mike's six-month paralegal course ends in December.|Which course did you register for/enroll in?|Judy is taking an online course in medical records management.
course	noun	/kɔːrs/	of course	A1	used to say "yes" and emphasize your answer	"Can you help me?" "Of course!"
cow	noun [C]	/kɑʊ/		A1	a large female farm animal kept to produce meat and milk	a dairy cow
cracker	noun [C]	/ˈkræk.ər/		A1	a flat, dry, small baked bread	cheese and crackers|Do you want some crackers with the soup?
credit card	noun [C]	/ˈkred.ɪtˌkɑrd/		A1	a small plastic card that allows you to buy something and pay for it later	I paid by credit card.
cross	noun [C]	/krɔːs/	MARK	A1	a written mark (x), usually used to show where something is, or that something has not been written correctly	Put a cross next to the name of the person you are voting for.
cup	noun [C]	/kʌp/	DRINKING CONTAINER	A1	a small round container, often with a handle, used for drinking tea, coffee, etc.	a cup of coffee/tea|a cup and saucer|a plastic/paper cup|a coffee cup/teacup
dad	noun [C]	/dæd/		A1	a father	It was nice to see your mom and dad at the school concert last night.|Can you give me a ride back from the movies tonight, Dad?
dance	verb [I or T]	/dæns/		A1	to move your feet and body to the rhythm of music	We danced all night.|Who were you dancing with at the party last night?|Can you dance the tango?
dance	noun	/dæns/	MOVING	A1	when you move your feet and body to music	OK - one more dance before we go home.
dancing	noun [U]	/ˈdæn.sɪŋ/		A1	the activity of moving your feet and your body to the rhythm of music	Do you want to go dancing tonight?
dark	adjective	/dɑrk/	NOT PALE	A1	nearer to black than white in color	dark blue/green|dark clouds|He's got dark hair and blue eyes.
date	noun [C]	/deɪt/	PARTICULAR DAY	A1	a particular day of a month or year	What's the date?/What's today's date?|Today's date is (Friday,) June 20th, 2008.|What is your date of birth?
daughter	noun [C]	/ˈdɔːt̬.ər/		A1	your female child	Liz and Phil have a daughter and three sons.
day	noun	/deɪ/	24 HOURS	A1	a period of 24 hours	January has 31 days.|the days of the week|He runs five miles every day.|I saw him the day before yesterday.|We leave the day after tomorrow.|He was last seen alive five days ago.|I'll be seeing Pat in a few days
dear	adjective	/dɪr/	IN LETTERS	A1	used at the beginning of a letter to greet the person you are writing to	Dear Kerry/Mom and Dad/Ms. Smith/Sir
desk	noun [C]	/desk/		A1	a type of table that you can work at, often one with drawers	an office/school desk|She sat at her desk writing letters.|He had a pile of papers on his desk.
dictionary	noun [C]	/ˈdɪk.ʃəˌner.i/		A1	a book that contains a list of words in alphabetical order with their meanings explained or written in another language, or a similar product for use on a computer	a French-English/English-French dictionary|a bilingual/monolingual dictionary|To check how a word is spelled, look it up in a dictionary.
die	verb [I]	/dɑɪ/	STOP LIVING	A1	to stop living or existing	Twelve people died in the accident.|She died of/from hunger/cancer/a heart attack/her injuries.|It is a brave person who will die for their beliefs.|Our love will never die.
different	adjective	/ˈdɪf.rənt/	NOT THE SAME	A1	not the same	She seems to wear something different every day.|We're reading a different book this week.|Emily is very/completely different from her sister.|That's totally different than my experience in school.|There are many different types/kinds of bacteria.
difficult	adjective	/ˈdɪf.ə.kəlt/	NOT EASY	A1	when something is not easy to do or understand	a difficult problem/choice/task|It will be very difficult to prove that they are guilty.|Many things make it difficult for women to reach the top in business.|He finds it extremely difficult being a single parent.
dining room	noun [C]	/ˈdɑɪ.nɪŋˌruːm/		A1	a room in which meals are eaten	We ate in the dining room.
dinner	noun [C or U]	/ˈdɪn.ər/		A1	the main meal of the day that people usually eat in the evening	We were just having (our) dinner.|We had some friends over for dinner on Saturday.|a candlelight dinner
do	auxiliary verb	/duː/	QUESTIONS/NEGATIVES	A1	used with another verb to form questions and negative phrases	Do you speak English?|Where do you work?|When does your train leave?|Why did you say that?|I don't know.|He doesn't eat meat.|I didn't see her there.
do	verb	/duː/	ACTION	A1	to perform an action	What should we do?|What are you doing tonight?|Have you done your homework?|We did a lot of talking.|I've got nothing to do.
do	verb	/duː/	do the cleaning/cooking, etc.	A1	to perform a job in the house	I do the cooking but Joe does most of the cleaning.
do	verb	/duː/	what does sb do?	A1	used to ask what someone's job is	"What do you do (for a living)?" "I'm a doctor."|What does Antonio do - does he teach?|I don't know what his wife does.
doctor	noun [C]	/ˈdɑk.tər/		A1	a person whose job is to treat people who are ill or hurt	You should see a doctor about that cough.|Good morning, Doctor Smith/Doctor.
dog	noun [C]	/dɑg/		A1	an animal with fur, four legs and a tail, especially kept by people as a pet or to hunt or guard buildings	my pet dog|wild dogs|dog food|We could hear dogs barking in the distance.
doll	noun [C]	/dɑl/		A1	a child's toy that looks like a small person or baby	Lara loves playing with her dolls.
dollar	noun [C]	/ˈdɑl.ər/		A1	the unit of money used in the US, Canada, Australia, New Zealand and some other countries	Can I borrow ten dollars?|The suitcase was full of dollar bills.
door	noun [C]	/dɔːr/		A1	a flat object, often fixed at one edge, that is used to close the entrance of something such as a room or building, or the entrance itself	the front door|the back door|a car door|a sliding door|The door to his bedroom was locked.|We could hear someone knocking at/on the door.|Could you open/close/shut the door, please?|She asked me to answer the door.
